CONSTRUCTOR_NAME;DRIVERID;DRIVER_NAME;DRIVER_NATIONALITY;ROUND;SEASON;CIRCUIT;CIRCUIT_NAME;LOCATION;COUNTRY;GRID;POSITION;STATUS;POINTS;LAPS;TIME;TIME_IN_MILLISECONDS;Q1_IN_MILLISECONDS;Q2_IN_MILLISECONDS;Q3_IN_MILLISECONDS;PIT_COUNT;AVG_PIT_DURATION;TOTAL_PIT_TIME
Mercedes;822;Valtteri Bottas;Finnish;12;2018;11;Hungaroring;Budapest;Hungary;2;5;Finished;10.0;70;+50.000;5886427;1143000;2001000;3018000;1;21.337;21.337
Mercedes;1;Lewis Hamilton;British;13;2018;13;Circuit de Spa-Francorchamps;Spa;Belgium;1;2;Finished;18.0;44;+11.061;5025537;3497000;3013000;3659000;2;20.8735;41.747
Mercedes;822;Valtteri Bottas;Finnish;13;2018;13;Circuit de Spa-Francorchamps;Spa;Belgium;19;4;Finished;12.0;44;+1:03.605;5078081;3325000;2711000;;3;24.4223;73.267
Mercedes;1;Lewis Hamilton;British;14;2018;14;Autodromo Nazionale di Monza;Monza;Italy;3;1;Finished;25.0;53;1:16:54.484;4614484;2010000;1938000;1434000;1;23.728;23.728
Mercedes;822;Valtteri Bottas;Finnish;14;2018;14;Autodromo Nazionale di Monza;Monza;Italy;4;3;Finished;15.0;53;+14.066;4628550;1641000;1627000;1796000;1;23.763;23.763
Mercedes;1;Lewis Hamilton;British;15;2018;15;Marina Bay Street Circuit;Marina Bay;Singapore;1;1;Finished;25.0;61;1:51:11.611;6671611;2743000;2564000;2175000;1;28.946;28.946
Mercedes;822;Valtteri Bottas;Finnish;15;2018;15;Marina Bay Street Circuit;Marina Bay;Singapore;4;4;Finished;12.0;61;+51.930;6723541;2631000;2474000;2862000;1;28.542;28.542
Mercedes;1;Lewis Hamilton;British;16;2018;71;Sochi Autodrom;Sochi;Russia;2;1;Finished;25.0;53;1:27:25.181;5245181;2330000;2515000;2392000;1;29.551;29.551
Mercedes;822;Valtteri Bottas;Finnish;16;2018;71;Sochi Autodrom;Sochi;Russia;1;2;Finished;18.0;53;+2.545;5247726;2884000;2664000;2247000;1;29.794;29.794
Mercedes;1;Lewis Hamilton;British;17;2018;22;Suzuka Circuit;Suzuka;Japan;1;1;Finished;25.0;53;1:27:17.062;5237062;2382000;1697000;2380000;1;22.614;22.614
Mercedes;822;Valtteri Bottas;Finnish;17;2018;22;Suzuka Circuit;Suzuka;Japan;2;2;Finished;18.0;53;+12.919;5249981;2037000;2607000;1739000;1;22.777;22.777
Mercedes;1;Lewis Hamilton;British;18;2018;69;Circuit of the Americas;Austin;USA;1;3;Finished;15.0;56;+2.342;5660985;2170000;2460000;2157000;2;23.804;47.608
Mercedes;822;Valtteri Bottas;Finnish;18;2018;69;Circuit of the Americas;Austin;USA;3;5;Finished;10.0;56;+24.744;5683387;2558000;2682000;2536000;1;23.478;23.478
Mercedes;1;Lewis Hamilton;British;19;2018;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;3;4;Finished;12.0;71;+1:18.738;5987589;1573000;1544000;1734000;2;22.334;44.668
Mercedes;1;Lewis Hamilton;British;20;2018;18;Autódromo José Carlos Pace;São Paulo;Brazil;1;1;Finished;25.0;71;1:27:09.066;5229066;944000;1215000;701000;1;22.641;22.641
Mercedes;822;Valtteri Bottas;Finnish;20;2018;18;Autódromo José Carlos Pace;São Paulo;Brazil;3;5;Finished;10.0;71;+22.943;5252009;972000;1147000;861000;2;22.841;45.682
Mercedes;1;Lewis Hamilton;British;21;2018;24;Yas Marina Circuit;Abu Dhabi;UAE;1;1;Finished;25.0;55;1:39:40.382;5980382;2988000;2793000;2834000;1;21.283;21.283
Mercedes;822;Valtteri Bottas;Finnish;21;2018;24;Yas Marina Circuit;Abu Dhabi;UAE;2;5;Finished;10.0;55;+47.957;6028339;2949000;2552000;2996000;2;21.4445;42.889
Mercedes;822;Valtteri Bottas;Finnish;1;2019;1;Albert Park Grand Prix Circuit;Melbourne;Australia;2;1;Finished;26.0;58;1:25:27.325;5127325;1687000;1453000;1798000;1;22.014;22.014
Mercedes;1;Lewis Hamilton;British;1;2019;1;Albert Park Grand Prix Circuit;Melbourne;Australia;1;2;Finished;18.0;58;+20.886;5148211;1363000;1274000;1686000;1;21.515;21.515
Mercedes;1;Lewis Hamilton;British;2;2019;3;Bahrain International Circuit;Sakhir;Bahrain;3;1;Finished;25.0;57;1:34:21.295;5661295;2002000;2258000;1870000;2;24.2895;48.579
Mercedes;822;Valtteri Bottas;Finnish;2;2019;3;Bahrain International Circuit;Sakhir;Bahrain;4;2;Finished;18.0;57;+2.980;5664275;2238000;2510000;1936000;2;24.649;49.298
Mercedes;1;Lewis Hamilton;British;3;2019;17;Shanghai International Circuit;Shanghai;China;2;1;Finished;25.0;56;1:32:06.350;5526350;2095000;2497000;2430000;2;23.1205;46.241
Mercedes;822;Valtteri Bottas;Finnish;3;2019;17;Shanghai International Circuit;Shanghai;China;1;2;Finished;18.0;56;+6.552;5532902;2578000;2588000;2407000;2;23.1395;46.279
Mercedes;822;Valtteri Bottas;Finnish;4;2019;73;Baku City Circuit;Baku;Azerbaijan;1;1;Finished;25.0;51;1:31:52.942;5512942;2546000;2960000;2895000;1;20.006;20.006
Mercedes;1;Lewis Hamilton;British;4;2019;73;Baku City Circuit;Baku;Azerbaijan;2;2;Finished;18.0;51;+1.524;5514466;3074000;3040000;2954000;1;19.993;19.993
Mercedes;1;Lewis Hamilton;British;5;2019;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;2;1;Finished;26.0;66;1:35:50.443;5750443;1312000;998000;1000000;2;22.388;44.776
Mercedes;822;Valtteri Bottas;Finnish;5;2019;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;1;2;Finished;18.0;66;+4.074;5754517;1939000;1824000;1306000;2;22.026;44.052
Mercedes;1;Lewis Hamilton;British;6;2019;6;Circuit de Monaco;Monte-Carlo;Monaco;1;1;Finished;25.0;78;1:43:28.437;6208437;1202000;1435000;766000;1;24.266;24.266
Mercedes;822;Valtteri Bottas;Finnish;6;2019;6;Circuit de Monaco;Monte-Carlo;Monaco;2;3;Finished;15.0;78;+3.162;6211599;1222000;1301000;852000;2;24.903;49.806
Mercedes;1;Lewis Hamilton;British;7;2019;7;Circuit Gilles Villeneuve;Montreal;Canada;2;1;Finished;25.0;70;1:29:07.084;5347084;1178000;670000;1046000;1;23.662;23.662
Mercedes;822;Valtteri Bottas;Finnish;7;2019;7;Circuit Gilles Villeneuve;Montreal;Canada;6;4;Finished;13.0;70;+51.043;5398127;889000;755000;761000;2;23.725;47.45
Mercedes;1;Lewis Hamilton;British;8;2019;34;Circuit Paul Ricard;Le Castellet;France;1;1;Finished;25.0;53;1:24:31.198;5071198;2409000;2260000;1999000;1;30.186;30.186
Mercedes;822;Valtteri Bottas;Finnish;8;2019;34;Circuit Paul Ricard;Le Castellet;France;2;2;Finished;18.0;53;+18.056;5089254;2350000;2177000;2285000;1;30.412;30.412
Mercedes;822;Valtteri Bottas;Finnish;9;2019;70;Red Bull Ring;Spielberg;Austria;3;3;Finished;15.0;71;+18.960;4940782;324000;1043000;717000;1;22.552;22.552
Mercedes;1;Lewis Hamilton;British;9;2019;70;Red Bull Ring;Spielberg;Austria;4;5;Finished;10.0;71;+22.805;4944627;998000;983000;442000;1;30.067;30.067
Mercedes;1;Lewis Hamilton;British;10;2019;9;Silverstone Circuit;Silverstone;UK;2;1;Finished;26.0;52;1:21:08.452;4868452;2013000;2340000;1599000;1;28.905;28.905
Mercedes;822;Valtteri Bottas;Finnish;10;2019;9;Silverstone Circuit;Silverstone;UK;1;2;Finished;18.0;52;+24.928;4893380;2250000;2172000;1593000;2;28.335;56.67
Mercedes;1;Lewis Hamilton;British;11;2019;10;Hockenheimring;Hockenheim;Germany;1;9;Finished;2.0;64;+19.667;6290942;1572000;869000;1427000;5;21.9688;109.844
Mercedes;1;Lewis Hamilton;British;12;2019;11;Hungaroring;Budapest;Hungary;3;1;Finished;25.0;70;1:35:03.796;5703796;1028000;1448000;1609000;2;22.135;44.27
Mercedes;1;Lewis Hamilton;British;13;2019;13;Circuit de Spa-Francorchamps;Spa;Belgium;3;2;Finished;18.0;44;+0.981;5026691;2960000;3172000;2862000;1;23.497;23.497
Mercedes;822;Valtteri Bottas;Finnish;13;2019;13;Circuit de Spa-Francorchamps;Spa;Belgium;4;3;Finished;15.0;44;+12.585;5038295;2841000;3560000;2995000;1;22.579;22.579
Mercedes;822;Valtteri Bottas;Finnish;14;2019;14;Autodromo Nazionale di Monza;Monza;Italy;3;2;Finished;18.0;53;+0.835;4527500;1356000;1218000;1494000;1;23.7;23.7
Mercedes;1;Lewis Hamilton;British;14;2019;14;Autodromo Nazionale di Monza;Monza;Italy;2;3;Finished;16.0;53;+35.199;4561864;1472000;1604000;1486000;2;23.8215;47.643
Mercedes;1;Lewis Hamilton;British;15;2019;15;Marina Bay Street Circuit;Marina Bay;Singapore;2;4;Finished;12.0;61;+4.608;7118275;2785000;3093000;2568000;1;28.93;28.93
Mercedes;822;Valtteri Bottas;Finnish;15;2019;15;Marina Bay Street Circuit;Marina Bay;Singapore;5;5;Finished;10.0;61;+6.119;7119786;2537000;2362000;2366000;1;29.234;29.234
Mercedes;1;Lewis Hamilton;British;16;2019;71;Sochi Autodrom;Sochi;Russia;2;1;Finished;26.0;53;1:33:38.992;5618992;2210000;2114000;1950000;1;29.751;29.751
Mercedes;822;Valtteri Bottas;Finnish;16;2019;71;Sochi Autodrom;Sochi;Russia;4;2;Finished;18.0;53;+3.829;5622821;2393000;2261000;2552000;1;29.436;29.436
Mercedes;822;Valtteri Bottas;Finnish;17;2019;22;Suzuka Circuit;Suzuka;Japan;3;1;Finished;25.0;52;1:21:46.755;4906755;2576000;2308000;1913000;2;23.0785;46.157
Mercedes;1;Lewis Hamilton;British;17;2019;22;Suzuka Circuit;Suzuka;Japan;4;3;Finished;16.0;52;+13.858;4920613;2415000;2446000;1922000;2;23.5865;47.173
Mercedes;1;Lewis Hamilton;British;18;2019;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;3;1;Finished;25.0;71;1:36:48.904;5808904;1384000;1621000;1162000;1;22.269;22.269
Mercedes;822;Valtteri Bottas;Finnish;18;2019;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;6;3;Finished;15.0;71;+3.553;5812457;1082000;1752000;1238000;1;22.179;22.179
Mercedes;822;Valtteri Bottas;Finnish;19;2019;69;Circuit of the Americas;Austin;USA;1;1;Finished;25.0;56;1:33:55.653;5635653;2730000;2140000;1949000;2;23.985;47.97
Mercedes;1;Lewis Hamilton;British;19;2019;69;Circuit of the Americas;Austin;USA;5;2;Finished;18.0;56;+4.148;5639801;2434000;2025000;2241000;1;23.943;23.943
Mercedes;1;Lewis Hamilton;British;20;2019;18;Autódromo José Carlos Pace;São Paulo;Brazil;3;7;Finished;6.0;71;+11.139;5605817;1094000;568000;1119000;3;23.01;69.03
Mercedes;1;Lewis Hamilton;British;21;2019;24;Yas Marina Circuit;Abu Dhabi;UAE;1;1;Finished;26.0;55;1:34:05.715;5645715;2951000;2734000;2819000;1;22.178;22.178
Mercedes;822;Valtteri Bottas;Finnish;21;2019;24;Yas Marina Circuit;Abu Dhabi;UAE;20;4;Finished;12.0;55;+44.379;5690094;2360000;2774000;3013000;1;21.145;21.145
Mercedes;822;Valtteri Bottas;Finnish;1;2020;70;Red Bull Ring;Spielberg;Austria;1;1;Finished;25.0;71;1:30:55.739;5455739;351000;195000;1059000;2;19.172;38.344
Mercedes;1;Lewis Hamilton;British;1;2020;70;Red Bull Ring;Spielberg;Austria;5;4;Finished;12.0;71;+5.689;5461428;438000;276000;1071000;2;19.1075;38.215
Mercedes;1;Lewis Hamilton;British;2;2020;70;Red Bull Ring;Spielberg;Austria;1;1;Finished;25.0;71;1:22:50.683;4970683;1268000;1845000;1413000;1;21.729;21.729
Mercedes;822;Valtteri Bottas;Finnish;2;2020;70;Red Bull Ring;Spielberg;Austria;4;2;Finished;18.0;71;+13.719;4984402;1871000;1737000;1901000;1;21.376;21.376
Mercedes;1;Lewis Hamilton;British;3;2020;11;Hungaroring;Budapest;Hungary;1;1;Finished;26.0;70;1:36:12.473;5772473;1747000;1101000;1227000;3;22.3367;67.01
Mercedes;822;Valtteri Bottas;Finnish;3;2020;11;Hungaroring;Budapest;Hungary;2;3;Finished;15.0;70;+9.452;5781925;1374000;1370000;1334000;3;21.7073;65.122
Mercedes;1;Lewis Hamilton;British;4;2020;9;Silverstone Circuit;Silverstone;UK;1;1;Finished;25.0;52;1:28:01.283;5281283;2400000;1847000;1743000;1;28.805;28.805
Mercedes;822;Valtteri Bottas;Finnish;4;2020;9;Silverstone Circuit;Silverstone;UK;2;11;Finished;0.0;52;+42.167;5323450;2301000;1515000;2056000;2;32.0865;64.173
Mercedes;1;Lewis Hamilton;British;5;2020;9;Silverstone Circuit;Silverstone;UK;2;2;Finished;19.0;52;+11.326;4793319;2378000;1826000;1717000;2;28.904;57.808
Mercedes;822;Valtteri Bottas;Finnish;5;2020;9;Silverstone Circuit;Silverstone;UK;1;3;Finished;15.0;52;+19.231;4801224;2298000;2285000;1654000;2;28.298;56.596
Mercedes;1;Lewis Hamilton;British;6;2020;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;1;1;Finished;25.0;66;1:31:45.279;5505279;1832000;973000;1484000;2;22.615;45.23
Mercedes;822;Valtteri Bottas;Finnish;6;2020;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;2;3;Finished;16.0;66;+44.752;5550031;1263000;1112000;1543000;3;22.3533;67.06
Mercedes;1;Lewis Hamilton;British;7;2020;13;Circuit de Spa-Francorchamps;Spa;Belgium;1;1;Finished;25.0;44;1:24:08.761;5048761;2843000;2534000;2712000;1;23.298;23.298
Mercedes;822;Valtteri Bottas;Finnish;7;2020;13;Circuit de Spa-Francorchamps;Spa;Belgium;2;2;Finished;18.0;44;+8.448;5057209;3054000;2646000;3223000;1;25.548;25.548
Mercedes;822;Valtteri Bottas;Finnish;8;2020;14;Autodromo Nazionale di Monza;Monza;Italy;2;5;Finished;10.0;53;+7.108;6433164;1926000;2032000;2036000;1;24.41;24.41
Mercedes;1;Lewis Hamilton;British;8;2020;14;Autodromo Nazionale di Monza;Monza;Italy;1;7;Finished;7.0;53;+17.245;6443301;1654000;1232000;1967000;2;28.157;56.314
Mercedes;1;Lewis Hamilton;British;9;2020;76;Autodromo Internazionale del Mugello;Mugello;Italy;1;1;Finished;26.0;59;2:19:35.060;8375060;1678000;1209000;1044000;3;20.927;62.781
Mercedes;822;Valtteri Bottas;Finnish;9;2020;76;Autodromo Internazionale del Mugello;Mugello;Italy;2;2;Finished;18.0;59;+4.880;8379940;1649000;1222000;1103000;3;21.29;63.87
Mercedes;822;Valtteri Bottas;Finnish;10;2020;71;Sochi Autodrom;Sochi;Russia;3;1;Finished;26.0;53;1:34:00.364;5640364;2576000;2325000;2816000;1;29.75;29.75
Mercedes;1;Lewis Hamilton;British;10;2020;71;Sochi Autodrom;Sochi;Russia;1;3;Finished;15.0;53;+22.729;5663093;2903000;2755000;2164000;1;41.352;41.352
Mercedes;1;Lewis Hamilton;British;11;2020;20;Nürburgring;Nürburg;Germany;2;1;Finished;25.0;60;1:35:49.641;5749641;2180000;1890000;2025000;2;23.5815;47.163
Mercedes;1;Lewis Hamilton;British;12;2020;75;Autódromo Internacional do Algarve;Portimão;Portugal;1;1;Finished;26.0;66;1:29:56.828;5396828;1788000;1784000;1612000;1;27.162;27.162
Mercedes;822;Valtteri Bottas;Finnish;12;2020;75;Autódromo Internacional do Algarve;Portimão;Portugal;2;2;Finished;18.0;66;+25.592;5422420;1905000;1426000;1714000;1;26.512;26.512
Mercedes;1;Lewis Hamilton;British;13;2020;21;Autodromo Enzo e Dino Ferrari;Imola;Italy;2;1;Finished;26.0;63;1:28:32.430;5312430;1069000;1483000;1486000;2;30.6535;61.307
Mercedes;822;Valtteri Bottas;Finnish;13;2020;21;Autodromo Enzo e Dino Ferrari;Imola;Italy;1;2;Finished;18.0;63;+5.783;5318213;1061000;1425000;1389000;2;29.8645;59.729
Mercedes;1;Lewis Hamilton;British;14;2020;5;Istanbul Park;Istanbul;Turkey;6;1;Finished;25.0;58;1:42:19.313;6139313;1019000;3829000;3680000;1;23.86;23.86
Mercedes;1;Lewis Hamilton;British;15;2020;3;Bahrain International Circuit;Sakhir;Bahrain;1;1;Finished;25.0;57;2:59:47.515;10787515;2023000;2206000;1884000;2;24.203;48.406
Mercedes;822;Valtteri Bottas;Finnish;15;2020;3;Bahrain International Circuit;Sakhir;Bahrain;2;8;Finished;4.0;57;+19.680;10807195;2447000;1743000;2173000;3;24.7817;74.345
Mercedes;822;Valtteri Bottas;Finnish;16;2020;3;Bahrain International Circuit;Sakhir;Bahrain;1;8;Finished;4.0;87;+15.389;5490503;4084000;3983000;3557000;2;38.713;77.426
Mercedes;847;George Russell;British;16;2020;3;Bahrain International Circuit;Sakhir;Bahrain;2;9;Finished;3.0;87;+18.556;5493670;3400000;3999000;3583000;4;25.608;102.432
Mercedes;822;Valtteri Bottas;Finnish;17;2020;24;Yas Marina Circuit;Abu Dhabi;UAE;2;2;Finished;18.0;55;+15.976;5804621;2799000;2627000;2371000;1;21.587;21.587
Mercedes;1;Lewis Hamilton;British;17;2020;24;Yas Marina Circuit;Abu Dhabi;UAE;3;3;Finished;15.0;55;+18.415;5807060;2628000;2566000;2432000;1;22.406;22.406
Mercedes;1;Lewis Hamilton;British;1;2021;3;Bahrain International Circuit;Sakhir;Bahrain;2;1;Finished;25.0;56;1:32:03.897;5523897;2417000;1885000;2125000;2;24.4575;48.915
Mercedes;822;Valtteri Bottas;Finnish;1;2021;3;Bahrain International Circuit;Sakhir;Bahrain;3;3;Finished;16.0;56;+37.383;5561280;2060000;1986000;2326000;3;27.2417;81.725
Mercedes;1;Lewis Hamilton;British;2;2021;21;Autodromo Enzo e Dino Ferrari;Imola;Italy;1;2;Finished;19.0;63;+22.000;7376598;1663000;1657000;1251000;2;35.155;70.31
Mercedes;1;Lewis Hamilton;British;3;2021;75;Autódromo Internacional do Algarve;Portimão;Portugal;2;1;Finished;25.0;66;1:34:31.421;5671421;1937000;1988000;1435000;3;23.8323;71.497
Mercedes;822;Valtteri Bottas;Finnish;3;2021;75;Autódromo Internacional do Algarve;Portimão;Portugal;1;3;Finished;16.0;66;+33.530;5704951;1802000;1538000;1428000;4;24.24;96.96
Mercedes;1;Lewis Hamilton;British;4;2021;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;1;1;Finished;25.0;66;1:33:07.680;5587680;1325000;1186000;1701000;2;22.149;44.298
Mercedes;822;Valtteri Bottas;Finnish;4;2021;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;3;3;Finished;15.0;66;+26.610;5614290;1085000;1162000;1833000;2;21.9745;43.949
Mercedes;1;Lewis Hamilton;British;5;2021;6;Circuit de Monaco;Monte-Carlo;Monaco;7;7;Finished;7.0;78;+1:08.231;6005051;1282000;776000;755000;2;24.0135;48.027
Mercedes;822;Valtteri Bottas;Finnish;6;2021;73;Baku City Circuit;Baku;Azerbaijan;10;12;Finished;0.0;51;+11.264;8027674;3221000;2626000;3179000;2;20.851;41.702
Mercedes;1;Lewis Hamilton;British;6;2021;73;Baku City Circuit;Baku;Azerbaijan;2;15;Finished;0.0;51;+17.668;8034078;3005000;3094000;2910000;2;18.951;37.902
Mercedes;1;Lewis Hamilton;British;7;2021;34;Circuit Paul Ricard;Le Castellet;France;2;2;Finished;18.0;53;+2.904;5248674;2097000;2588000;2048000;1;30.263;30.263
Mercedes;822;Valtteri Bottas;Finnish;7;2021;34;Circuit Paul Ricard;Le Castellet;France;3;4;Finished;12.0;53;+14.618;5260388;2529000;2535000;2176000;1;30.572;30.572
Mercedes;1;Lewis Hamilton;British;8;2021;70;Red Bull Ring;Spielberg;Austria;2;2;Finished;19.0;71;+35.743;4974668;912000;752000;307000;2;21.4295;42.859
Mercedes;822;Valtteri Bottas;Finnish;8;2021;70;Red Bull Ring;Spielberg;Austria;5;3;Finished;15.0;71;+46.907;4985832;777000;683000;275000;1;21.752;21.752
Mercedes;822;Valtteri Bottas;Finnish;9;2021;70;Red Bull Ring;Spielberg;Austria;5;2;Finished;18.0;71;+17.973;5052516;803000;616000;289000;1;21.071;21.071
Mercedes;1;Lewis Hamilton;British;9;2021;70;Red Bull Ring;Spielberg;Austria;4;4;Finished;12.0;71;+46.452;5080995;746000;498000;254000;2;21.213;42.426
Mercedes;1;Lewis Hamilton;British;10;2021;9;Silverstone Circuit;Silverstone;UK;2;1;Finished;25.0;52;1:58:23.284;7103284;2346000;1583000;1694000;1;40.266;40.266
Mercedes;822;Valtteri Bottas;Finnish;10;2021;9;Silverstone Circuit;Silverstone;UK;3;3;Finished;15.0;52;+11.125;7114409;2107000;2324000;1888000;1;28.209;28.209
Mercedes;1;Lewis Hamilton;British;11;2021;11;Hungaroring;Budapest;Hungary;1;2;Finished;18.0;70;+2.736;7485935;1384000;1513000;1319000;3;21.485;64.455
Mercedes;1;Lewis Hamilton;British;13;2021;39;Circuit Park Zandvoort;Zandvoort;Netherlands;2;2;Finished;19.0;72;+20.932;5426327;714000;1266000;1403000;3;19.28;57.84
Mercedes;822;Valtteri Bottas;Finnish;13;2021;39;Circuit Park Zandvoort;Zandvoort;Netherlands;3;3;Finished;15.0;72;+56.460;5461855;819000;1309000;762000;2;20.3015;40.603
Mercedes;822;Valtteri Bottas;Finnish;14;2021;14;Autodromo Nazionale di Monza;Monza;Italy;19;3;Finished;15.0;53;+4.921;4919286;1885000;1232000;1695000;1;24.308;24.308
Mercedes;1;Lewis Hamilton;British;15;2021;71;Sochi Autodrom;Sochi;Russia;4;1;Finished;25.0;53;1:30:41.001;5441001;3692000;2829000;2690000;2;29.9615;59.923
Mercedes;822;Valtteri Bottas;Finnish;15;2021;71;Sochi Autodrom;Sochi;Russia;16;5;Finished;10.0;53;+1:07.533;5508534;3156000;3006000;3350000;2;29.7525;59.505
Mercedes;822;Valtteri Bottas;Finnish;16;2021;5;Istanbul Park;Istanbul;Turkey;1;1;Finished;26.0;58;1:31:04.103;5464103;1547000;1959000;2318000;1;22.962;22.962
Mercedes;1;Lewis Hamilton;British;16;2021;5;Istanbul Park;Istanbul;Turkey;11;5;Finished;10.0;58;+41.812;5505915;2025000;1462000;2188000;1;22.684;22.684
Mercedes;1;Lewis Hamilton;British;17;2021;69;Circuit of the Americas;Austin;USA;2;2;Finished;19.0;56;+1.333;5677885;2619000;2777000;2099000;2;24.0785;48.157
Mercedes;822;Valtteri Bottas;Finnish;17;2021;69;Circuit of the Americas;Austin;USA;9;6;Finished;8.0;56;+1:20.128;5756680;2630000;2939000;2455000;2;24.0315;48.063
Mercedes;1;Lewis Hamilton;British;18;2021;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;2;2;Finished;18.0;71;+16.555;5935641;1227000;1434000;980000;1;22.373;22.373
Mercedes;1;Lewis Hamilton;British;19;2021;18;Autódromo José Carlos Pace;São Paulo;Brazil;10;1;Finished;25.0;71;1:32:22.851;5542851;1213000;548000;1354000;4;20.481;81.924
Mercedes;822;Valtteri Bottas;Finnish;19;2021;18;Autódromo José Carlos Pace;São Paulo;Brazil;1;3;Finished;15.0;71;+13.576;5556427;580000;906000;949000;4;20.4638;81.855
Mercedes;1;Lewis Hamilton;British;20;2021;78;Losail International Circuit;Al Daayen;Qatar;1;1;Finished;25.0;57;1:24:28.471;5068471;2161000;1942000;2027000;2;25.308;50.616
