CONSTRUCTOR_NAME;DRIVERID;DRIVER_NAME;DRIVER_NATIONALITY;ROUND;SEASON;CIRCUIT;CIRCUIT_NAME;LOCATION;COUNTRY;GRID;POSITION;STATUS;POINTS;LAPS;TIME;TIME_IN_MILLISECONDS;Q1_IN_MILLISECONDS;Q2_IN_MILLISECONDS;Q3_IN_MILLISECONDS;PIT_COUNT;AVG_PIT_DURATION;TOTAL_PIT_TIME
Mercedes;1;Lewis Hamilton;British;21;2021;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;1;1;Finished;26.0;50;2:06:15.118;7575118;2146000;2332000;2131000;1;20.58;20.58
Mercedes;822;Valtteri Bottas;Finnish;21;2021;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;2;3;Finished;15.0;50;+27.531;7602649;1737000;1734000;2242000;1;21.668;21.668
Mercedes;1;Lewis Hamilton;British;22;2021;24;Yas Marina Circuit;Abu Dhabi;UAE;2;2;Finished;18.0;58;+2.256;5419601;2165000;1525000;1800000;1;21.595;21.595
Mercedes;822;Valtteri Bottas;Finnish;22;2021;24;Yas Marina Circuit;Abu Dhabi;UAE;6;6;Finished;8.0;58;+7.463;5424808;1497000;1626000;1416000;1;21.669;21.669
Mercedes;1;Lewis Hamilton;British;1;2022;3;Bahrain International Circuit;Sakhir;Bahrain;5;3;Finished;15.0;57;+9.675;5863259;2205000;1908000;2098000;3;25.5253;76.576
Mercedes;847;George Russell;British;1;2022;3;Bahrain International Circuit;Sakhir;Bahrain;9;4;Finished;12.0;57;+11.211;5864795;2189000;2112000;2136000;3;25.5987;76.796
Mercedes;847;George Russell;British;2;2022;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;6;5;Finished;10.0;50;+32.732;5092025;2420000;2358000;1844000;1;21.415;21.415
Mercedes;1;Lewis Hamilton;British;2;2022;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;15;10;Finished;1.0;50;+1:13.948;5133241;2143000;;;1;21.788;21.788
Mercedes;847;George Russell;British;3;2022;1;Albert Park Grand Prix Circuit;Melbourne;Australia;6;3;Finished;15.0;58;+25.593;5292141;1545000;1216000;2013000;1;18.479;18.479
Mercedes;1;Lewis Hamilton;British;3;2022;1;Albert Park Grand Prix Circuit;Melbourne;Australia;5;4;Finished;12.0;58;+28.543;5295091;1541000;1246000;1905000;1;17.877;17.877
Mercedes;847;George Russell;British;4;2022;21;Autodromo Enzo e Dino Ferrari;Imola;Italy;11;4;Finished;12.0;63;+42.506;5570492;1583000;1957000;;1;31.079;31.079
Mercedes;847;George Russell;British;5;2022;79;Miami International Autodrome;Miami;USA;12;5;Finished;10.0;57;+18.582;5682840;2290000;1973000;;1;19.035;19.035
Mercedes;1;Lewis Hamilton;British;5;2022;79;Miami International Autodrome;Miami;USA;6;6;Finished;8.0;57;+21.368;5685626;2188000;2537000;2365000;1;18.82;18.82
Mercedes;847;George Russell;British;6;2022;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;4;3;Finished;15.0;66;+32.927;5873402;1418000;1610000;1533000;3;22.336;67.008
Mercedes;1;Lewis Hamilton;British;6;2022;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;6;5;Finished;10.0;66;+54.534;5895009;1452000;1934000;1652000;3;25.1333;75.4
Mercedes;847;George Russell;British;7;2022;6;Circuit de Monaco;Monte-Carlo;Monaco;6;5;Finished;10.0;64;+11.968;7002233;1507000;1337000;832000;1;25.352;25.352
Mercedes;1;Lewis Hamilton;British;7;2022;6;Circuit de Monaco;Monte-Carlo;Monaco;8;8;Finished;4.0;64;+50.388;7040653;1224000;1315000;1280000;2;24.6515;49.303
Mercedes;847;George Russell;British;8;2022;73;Baku City Circuit;Baku;Azerbaijan;5;3;Finished;15.0;51;+45.995;5691936;3334000;2861000;3232000;2;20.5325;41.065
Mercedes;1;Lewis Hamilton;British;8;2022;73;Baku City Circuit;Baku;Azerbaijan;7;4;Finished;12.0;51;+1:11.679;5717620;3519000;2762000;3444000;2;21.1505;42.301
Mercedes;1;Lewis Hamilton;British;9;2022;7;Circuit Gilles Villeneuve;Montreal;Canada;4;3;Finished;15.0;70;+7.006;5788763;2821000;2043000;2211000;2;23.843;47.686
Mercedes;847;George Russell;British;9;2022;7;Circuit Gilles Villeneuve;Montreal;Canada;8;4;Finished;12.0;70;+12.313;5794070;2140000;2390000;1937000;2;24.01;48.02
Mercedes;1;Lewis Hamilton;British;10;2022;9;Silverstone Circuit;Silverstone;UK;5;3;Finished;16.0;52;+6.225;8276536;2828000;2522000;3455000;2;29.4165;58.833
Mercedes;1;Lewis Hamilton;British;11;2022;70;Red Bull Ring;Spielberg;Austria;8;3;Finished;15.0;71;+41.217;5105529;439000;775000;931000;2;22.8615;45.723
Mercedes;847;George Russell;British;11;2022;70;Red Bull Ring;Spielberg;Austria;4;4;Finished;12.0;71;+58.972;5123284;595000;997000;731000;2;29.966;59.932
Mercedes;1;Lewis Hamilton;British;12;2022;34;Circuit Paul Ricard;Le Castellet;France;4;2;Finished;18.0;53;+10.587;5412699;2021000;2194000;2625000;1;37.189;37.189
Mercedes;847;George Russell;British;12;2022;34;Circuit Paul Ricard;Le Castellet;France;6;3;Finished;15.0;53;+16.495;5418607;2089000;2553000;2051000;1;38.277;38.277
Mercedes;1;Lewis Hamilton;British;13;2022;11;Hungaroring;Budapest;Hungary;7;2;Finished;19.0;70;+7.834;5983746;1454000;1115000;1222000;2;21.897;43.794
Mercedes;847;George Russell;British;13;2022;11;Hungaroring;Budapest;Hungary;1;3;Finished;15.0;70;+12.337;5988249;1487000;1234000;1397000;2;22.253;44.506
Mercedes;847;George Russell;British;14;2022;13;Circuit de Spa-Francorchamps;Spa;Belgium;5;4;Finished;12.0;44;+29.140;5182034;3350000;3161000;3476000;2;22.901;45.802
Mercedes;847;George Russell;British;15;2022;39;Circuit Park Zandvoort;Zandvoort;Netherlands;6;2;Finished;18.0;72;+4.071;5806844;1221000;1424000;807000;3;20.488;61.464
Mercedes;1;Lewis Hamilton;British;15;2022;39;Circuit Park Zandvoort;Zandvoort;Netherlands;4;4;Finished;12.0;72;+13.016;5815789;991000;735000;1248000;3;17.455;52.365
Mercedes;847;George Russell;British;16;2022;14;Autodromo Nazionale di Monza;Monza;Italy;2;3;Finished;15.0;53;+3.405;4830916;2045000;2007000;1802000;2;24.5945;49.189
Mercedes;1;Lewis Hamilton;British;16;2022;14;Autodromo Nazionale di Monza;Monza;Italy;19;5;Finished;10.0;53;+5.380;4832891;1368000;1968000;1784000;1;24.282;24.282
Mercedes;1;Lewis Hamilton;British;17;2022;15;Marina Bay Street Circuit;Marina Bay;Singapore;3;9;Finished;2.0;59;+1:01.515;7401753;3341000;3811000;3406000;1;41.019;41.019
Mercedes;1;Lewis Hamilton;British;18;2022;22;Suzuka Circuit;Suzuka;Japan;6;5;Finished;10.0;28;+40.326;10944330;2706000;2243000;2061000;1;25.059;25.059
Mercedes;847;George Russell;British;18;2022;22;Suzuka Circuit;Suzuka;Japan;8;8;Finished;4.0;28;+47.661;10951665;2665000;2265000;2189000;1;28.728;28.728
Mercedes;1;Lewis Hamilton;British;19;2022;69;Circuit of the Americas;Austin;USA;3;2;Finished;18.0;56;+5.023;6136710;2308000;2832000;2987000;2;24.2485;48.497
Mercedes;847;George Russell;British;19;2022;69;Circuit of the Americas;Austin;USA;4;5;Finished;11.0;56;+44.815;6176502;2355000;2792000;3028000;3;26.1647;78.494
Mercedes;1;Lewis Hamilton;British;20;2022;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;3;2;Finished;18.0;71;+15.186;5931915;1309000;1632000;1164000;1;23.194;23.194
Mercedes;847;George Russell;British;20;2022;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;2;4;Finished;13.0;71;+49.431;5966160;1723000;1645000;1159000;2;22.9565;45.913
Mercedes;847;George Russell;British;21;2022;18;Autódromo José Carlos Pace;São Paulo;Brazil;1;1;Finished;26.0;71;1:38:34.044;5914044;1267000;978000;779000;2;23.5005;47.001
Mercedes;1;Lewis Hamilton;British;21;2022;18;Autódromo José Carlos Pace;São Paulo;Brazil;2;2;Finished;18.0;71;+1.529;5915573;1183000;1199000;1331000;2;23.748;47.496
Mercedes;847;George Russell;British;22;2022;24;Yas Marina Circuit;Abu Dhabi;UAE;6;5;Finished;10.0;58;+35.888;5301802;2045000;2380000;1951000;2;26.087;52.174
Mercedes;1;Lewis Hamilton;British;1;2023;3;Bahrain International Circuit;Sakhir;Bahrain;7;5;Finished;10.0;57;+50.977;5687713;2403000;2313000;2184000;2;24.686;49.372
Mercedes;847;George Russell;British;1;2023;3;Bahrain International Circuit;Sakhir;Bahrain;6;7;Finished;6.0;57;+55.873;5692609;1917000;2307000;2140000;2;25.734;51.468
Mercedes;847;George Russell;British;2;2023;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;3;4;Finished;12.0;50;+25.866;4900760;2332000;1872000;2537000;1;20.828;20.828
Mercedes;1;Lewis Hamilton;British;2;2023;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;7;5;Finished;10.0;50;+31.065;4905959;2429000;2114000;1963000;1;21.102;21.102
Mercedes;1;Lewis Hamilton;British;4;2023;73;Baku City Circuit;Baku;Azerbaijan;5;6;Finished;8.0;51;+46.145;5608581;2633000;3110000;2637000;1;20.324;20.324
Mercedes;847;George Russell;British;4;2023;73;Baku City Circuit;Baku;Azerbaijan;11;8;Finished;5.0;51;+1:14.240;5636676;2593000;3114000;;2;20.924;41.848
Mercedes;847;George Russell;British;5;2023;79;Miami International Autodrome;Miami;USA;6;4;Finished;12.0;57;+33.229;5291470;1766000;2363000;2424000;1;22.335;22.335
Mercedes;1;Lewis Hamilton;British;5;2023;79;Miami International Autodrome;Miami;USA;13;6;Finished;8.0;57;+51.249;5309490;2466000;2595000;;1;22.15;22.15
Mercedes;1;Lewis Hamilton;British;6;2023;6;Circuit de Monaco;Monte-Carlo;Monaco;5;4;Finished;13.0;78;+39.062;6571042;1592000;876000;1385000;2;25.6395;51.279
Mercedes;847;George Russell;British;6;2023;6;Circuit de Monaco;Monte-Carlo;Monaco;8;5;Finished;10.0;78;+56.284;6588264;1489000;871000;1624000;1;30.98;30.98
Mercedes;1;Lewis Hamilton;British;7;2023;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;4;2;Finished;18.0;66;+24.090;5302030;1657000;1719000;1538000;2;22.653;45.306
Mercedes;847;George Russell;British;7;2023;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;12;3;Finished;15.0;66;+32.389;5310329;1106000;1227000;;2;22.1645;44.329
Mercedes;1;Lewis Hamilton;British;8;2023;7;Circuit Gilles Villeneuve;Montreal;Canada;3;3;Finished;15.0;70;+4.598;5642946;1814000;1626000;2247000;2;24.044;48.088
Mercedes;847;George Russell;British;9;2023;70;Red Bull Ring;Spielberg;Austria;11;7;Finished;6.0;71;+48.403;5182010;986000;728000;;3;20.6367;61.91
Mercedes;1;Lewis Hamilton;British;9;2023;70;Red Bull Ring;Spielberg;Austria;5;8;Finished;4.0;71;+49.196;5182803;973000;488000;1059000;3;22.044;66.132
Mercedes;1;Lewis Hamilton;British;10;2023;9;Silverstone Circuit;Silverstone;UK;7;3;Finished;15.0;52;+6.783;5123721;2155000;2225000;1831000;1;29.169;29.169
Mercedes;847;George Russell;British;10;2023;9;Silverstone Circuit;Silverstone;UK;6;5;Finished;10.0;52;+11.206;5128144;2152000;2462000;1775000;1;29.455;29.455
Mercedes;1;Lewis Hamilton;British;11;2023;11;Hungaroring;Budapest;Hungary;1;4;Finished;12.0;70;+39.134;5927768;1657000;1447000;1569000;2;21.851;43.702
Mercedes;847;George Russell;British;11;2023;11;Hungaroring;Budapest;Hungary;18;6;Finished;8.0;70;+1:05.825;5954459;1167000;;;2;21.7805;43.561
Mercedes;1;Lewis Hamilton;British;12;2023;13;Circuit de Spa-Francorchamps;Spa;Belgium;3;4;Finished;13.0;44;+49.671;5000121;4043000;3465000;2907000;3;23.0897;69.269
Mercedes;847;George Russell;British;12;2023;13;Circuit de Spa-Francorchamps;Spa;Belgium;8;6;Finished;8.0;44;+1:03.101;5013551;3575000;3725000;3625000;1;23.837;23.837
Mercedes;1;Lewis Hamilton;British;13;2023;39;Circuit Park Zandvoort;Zandvoort;Netherlands;13;6;Finished;8.0;72;+13.209;8657620;2179000;1351000;;4;20.0855;80.342
Mercedes;847;George Russell;British;13;2023;39;Circuit Park Zandvoort;Zandvoort;Netherlands;3;17;Finished;0.0;72;+55.754;8700165;1605000;1760000;954000;6;24.5332;147.199
Mercedes;847;George Russell;British;14;2023;14;Autodromo Nazionale di Monza;Monza;Italy;4;5;Finished;10.0;51;+23.028;4444171;1468000;1642000;1871000;1;24.215;24.215
Mercedes;1;Lewis Hamilton;British;14;2023;14;Autodromo Nazionale di Monza;Monza;Italy;8;6;Finished;8.0;51;+42.679;4463822;2237000;1629000;2020000;1;24.255;24.255
Mercedes;1;Lewis Hamilton;British;15;2023;15;Marina Bay Street Circuit;Marina Bay;Singapore;5;3;Finished;16.0;62;+1.269;6398687;2571000;1939000;2345000;2;33.106;66.212
Mercedes;1;Lewis Hamilton;British;16;2023;22;Suzuka Circuit;Suzuka;Japan;7;5;Finished;10.0;53;+49.376;5507797;2611000;1840000;2648000;2;24.236;48.472
Mercedes;847;George Russell;British;16;2023;22;Suzuka Circuit;Suzuka;Japan;8;7;Finished;6.0;53;+57.659;5516080;2611000;2068000;2019000;1;24.034;24.034
Mercedes;847;George Russell;British;17;2023;78;Losail International Circuit;Al Daayen;Qatar;2;4;Finished;12.0;57;+34.119;5293287;1834000;2267000;1659000;4;31.1833;124.733
Mercedes;847;George Russell;British;18;2023;69;Circuit of the Americas;Austin;USA;5;5;Finished;10.0;56;+24.999;5746361;2325000;2706000;2179000;2;24.163;48.326
Mercedes;1;Lewis Hamilton;British;19;2023;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;6;2;Finished;19.0;71;+13.875;7364689;1757000;1591000;1474000;1;22.21;22.21
Mercedes;847;George Russell;British;19;2023;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;8;6;Finished;8.0;71;+41.020;7391834;1973000;1693000;1694000;1;22.311;22.311
Mercedes;1;Lewis Hamilton;British;20;2023;18;Autódromo José Carlos Pace;São Paulo;Brazil;5;8;Finished;4.0;71;+1:02.859;7071753;1204000;866000;1129000;3;22.0553;66.166
Mercedes;1;Lewis Hamilton;British;21;2023;80;Las Vegas Strip Street Circuit;Las Vegas;United States;10;7;Finished;6.0;50;+21.755;5370044;2347000;2817000;;2;23.7775;47.555
Mercedes;847;George Russell;British;21;2023;80;Las Vegas Strip Street Circuit;Las Vegas;United States;3;8;Finished;4.0;50;+23.091;5371380;2177000;2331000;2092000;2;21.6045;43.209
Mercedes;847;George Russell;British;22;2023;24;Yas Marina Circuit;Abu Dhabi;UAE;4;3;Finished;15.0;58;+20.328;5242952;1777000;1453000;2168000;2;21.867;43.734
Mercedes;1;Lewis Hamilton;British;22;2023;24;Yas Marina Circuit;Abu Dhabi;UAE;11;9;Finished;2.0;58;+44.424;5267048;1877000;1799000;;2;22.12;44.24
Mercedes;847;George Russell;British;1;2024;3;Bahrain International Circuit;Sakhir;Bahrain;3;5;Finished;10.0;57;+46.788;5551530;2150000;2662000;2225000;2;24.822;49.644
Mercedes;1;Lewis Hamilton;British;1;2024;3;Bahrain International Circuit;Sakhir;Bahrain;9;7;Finished;6.0;57;+50.324;5555066;2251000;2458000;2450000;2;24.5905;49.181
Mercedes;847;George Russell;British;2;2024;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;7;6;Finished;8.0;50;+39.936;4883209;2429000;2128000;1996000;1;21.013;21.013
Mercedes;1;Lewis Hamilton;British;2;2024;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;8;9;Finished;2.0;50;+47.391;4890664;2674000;2286000;2140000;1;20.17;20.17
Mercedes;847;George Russell;British;4;2024;22;Suzuka Circuit;Suzuka;Japan;9;7;Finished;6.0;53;+45.951;6909517;2539000;1880000;1748000;2;23.284;46.568
Mercedes;1;Lewis Hamilton;British;4;2024;22;Suzuka Circuit;Suzuka;Japan;7;9;Finished;2.0;53;+48.626;6912192;2401000;2567000;2446000;2;23.6445;47.289
Mercedes;847;George Russell;British;5;2024;17;Shanghai International Circuit;Shanghai;China;8;6;Finished;8.0;56;+38.724;6091278;2184000;2649000;2473000;2;22.561;45.122
Mercedes;1;Lewis Hamilton;British;5;2024;17;Shanghai International Circuit;Shanghai;China;18;9;Finished;2.0;56;+57.986;6110540;2673000;;;2;22.59;45.18
Mercedes;1;Lewis Hamilton;British;6;2024;79;Miami International Autodrome;Miami;USA;8;6;Finished;8.0;57;+16.585;5466461;1847000;2317000;1787000;1;22.107;22.107
Mercedes;847;George Russell;British;6;2024;79;Miami International Autodrome;Miami;USA;7;8;Finished;4.0;57;+34.789;5484665;1839000;1775000;1747000;1;22.8;22.8
Mercedes;1;Lewis Hamilton;British;7;2024;21;Autodromo Enzo e Dino Ferrari;Imola;Italy;8;6;Finished;8.0;63;+35.104;5160356;1564000;1577000;1404000;1;29.547;29.547
Mercedes;847;George Russell;British;7;2024;21;Autodromo Enzo e Dino Ferrari;Imola;Italy;6;7;Finished;7.0;63;+47.154;5172406;1067000;1571000;1134000;2;29.6345;59.269
Mercedes;1;Lewis Hamilton;British;8;2024;6;Circuit de Monaco;Monte-Carlo;Monaco;7;7;Finished;7.0;78;+14.908;8610462;1188000;716000;1221000;1;24.232;24.232
Mercedes;847;George Russell;British;9;2024;7;Circuit Gilles Villeneuve;Montreal;Canada;1;3;Finished;15.0;70;+4.317;6352244;793000;1402000;720000;3;25.8773;77.632
Mercedes;1;Lewis Hamilton;British;9;2024;7;Circuit Gilles Villeneuve;Montreal;Canada;7;4;Finished;13.0;70;+4.915;6352842;1571000;1639000;1000000;3;25.6017;76.805
Mercedes;1;Lewis Hamilton;British;10;2024;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;3;3;Finished;15.0;66;+17.790;5318017;863000;1452000;1361000;2;21.7215;43.443
Mercedes;847;George Russell;British;10;2024;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;4;4;Finished;12.0;66;+22.320;5322547;1176000;1472000;1363000;2;23.8615;47.723
Mercedes;847;George Russell;British;11;2024;70;Red Bull Ring;Spielberg;Austria;3;1;Finished;25.0;71;1:24:22.798;5062798;885000;316000;1080000;2;21.451;42.902
Mercedes;1;Lewis Hamilton;British;11;2024;70;Red Bull Ring;Spielberg;Austria;5;4;Finished;12.0;71;+23.142;5085940;841000;353000;1143000;2;24.422;48.844
Mercedes;1;Lewis Hamilton;British;12;2024;9;Silverstone Circuit;Silverstone;UK;2;1;Finished;25.0;52;1:22:27.059;4947059;2287000;2330000;2490000;2;29.4835;58.967
Mercedes;1;Lewis Hamilton;British;13;2024;11;Hungaroring;Budapest;Hungary;5;3;Finished;15.0;70;+14.880;5896869;1107000;1267000;1754000;2;21.608;43.216
Mercedes;847;George Russell;British;13;2024;11;Hungaroring;Budapest;Hungary;17;8;Finished;5.0;70;+42.368;5924357;1988000;;;2;21.3485;42.697
Mercedes;1;Lewis Hamilton;British;14;2024;13;Circuit de Spa-Francorchamps;Spa;Belgium;3;1;Finished;25.0;44;+0.526;526;3992000;3277000;4015000;2;22.946;45.892
Mercedes;847;George Russell;British;15;2024;39;Circuit Park Zandvoort;Zandvoort;Netherlands;4;7;Finished;6.0;72;+44.617;5490136;709000;1152000;844000;2;21.5025;43.005
Mercedes;1;Lewis Hamilton;British;15;2024;39;Circuit Park Zandvoort;Zandvoort;Netherlands;14;8;Finished;4.0;72;+49.599;5495118;1035000;1548000;;2;21.097;42.194
Mercedes;1;Lewis Hamilton;British;16;2024;14;Autodromo Nazionale di Monza;Monza;Italy;6;5;Finished;10.0;53;+22.820;4503547;1677000;1781000;1653000;2;24.312;48.624
Mercedes;847;George Russell;British;16;2024;14;Autodromo Nazionale di Monza;Monza;Italy;3;7;Finished;6.0;53;+39.715;4520442;1369000;2017000;1580000;2;29.4965;58.993
Mercedes;847;George Russell;British;17;2024;73;Baku City Circuit;Baku;Azerbaijan;5;3;Finished;15.0;51;+31.328;5609335;2719000;2849000;3334000;1;19.954;19.954
Mercedes;1;Lewis Hamilton;British;17;2024;73;Baku City Circuit;Baku;Azerbaijan;0;9;Finished;2.0;51;+1:32.401;5670408;2669000;3285000;2809000;1;21.289;21.289
Mercedes;847;George Russell;British;18;2024;15;Marina Bay Street Circuit;Marina Bay;Singapore;4;4;Finished;12.0;62;+1:01.040;6113611;2611000;1953000;2607000;1;28.739;28.739
Mercedes;1;Lewis Hamilton;British;18;2024;15;Marina Bay Street Circuit;Marina Bay;Singapore;3;6;Finished;8.0;62;+1:25.248;6137819;2193000;2669000;2581000;1;29.272;29.272
Mercedes;847;George Russell;British;19;2024;69;Circuit of the Americas;Austin;USA;20;6;Finished;8.0;56;+56.295;5765934;2516000;2122000;2894000;1;29.327;29.327
Mercedes;1;Lewis Hamilton;British;20;2024;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;6;4;Finished;12.0;71;+44.780;6100580;1326000;1933000;1611000;1;22.538;22.538
Mercedes;847;George Russell;British;20;2024;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;5;5;Finished;10.0;71;+48.536;6104336;1214000;1897000;1316000;1;22.462;22.462
Mercedes;847;George Russell;British;21;2024;18;Autódromo José Carlos Pace;São Paulo;Brazil;2;4;Finished;12.0;69;+23.265;7637695;1861000;1867000;1958000;1;25.698;25.698
Mercedes;1;Lewis Hamilton;British;21;2024;18;Autódromo José Carlos Pace;São Paulo;Brazil;14;10;Finished;1.0;69;+50.753;7665183;2010000;;;1;25.205;25.205
Mercedes;847;George Russell;British;22;2024;80;Las Vegas Strip Street Circuit;Las Vegas;United States;1;1;Finished;25.0;50;1:22:05.969;4925969;2166000;2699000;2232000;2;21.0235;42.047
Mercedes;1;Lewis Hamilton;British;22;2024;80;Las Vegas Strip Street Circuit;Las Vegas;United States;10;2;Finished;18.0;50;+7.313;4933282;2205000;2487000;2986000;2;21.211;42.422
Mercedes;847;George Russell;British;23;2024;78;Losail International Circuit;Al Daayen;Qatar;1;4;Finished;12.0;57;+14.104;5479427;1501000;1329000;1775000;4;29.2448;116.979
Mercedes;1;Lewis Hamilton;British;23;2024;78;Losail International Circuit;Al Daayen;Qatar;6;12;Finished;0.0;57;+56.122;5521445;1897000;1355000;1271000;4;27.7118;110.847
Mercedes;1;Lewis Hamilton;British;24;2024;24;Yas Marina Circuit;Abu Dhabi;UAE;16;4;Finished;12.0;58;+36.483;5229774;2267000;;;1;21.694;21.694
Mercedes;847;George Russell;British;24;2024;24;Yas Marina Circuit;Abu Dhabi;UAE;6;5;Finished;10.0;58;+37.538;5230829;2058000;1663000;1512000;1;21.656;21.656
